PacketRecordID,TestDayCode,TestRound,Distance_m,Direction,Azimuth_deg,PacketSequence,Received,RSSI_dBm,SNR_dB,ObstructionClass,GatewaySiteCode,TransmitterSiteCode,SourceSentinelValue,SignalMetricValid
LORA_100M_E_099,DAY_01,1,100,E,90,99,1,-80.1,3.8,single_wall_or_barn_obstruction,GW_01,TX_100M_E,,1
LORA_100M_E_100,DAY_01,1,100,E,90,100,1,-82.7,7.5,single_wall_or_barn_obstruction,GW_01,TX_100M_E,,1
LORA_100M_SE_001,DAY_01,1,100,SE,135,1,1,-101.2,7.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_002,DAY_01,1,100,SE,135,2,1,-92.5,9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_003,DAY_01,1,100,SE,135,3,1,-92.6,7.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_004,DAY_01,1,100,SE,135,4,1,-92.3,7.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_005,DAY_01,1,100,SE,135,5,1,-92.7,5.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_006,DAY_01,1,100,SE,135,6,1,-93.4,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_007,DAY_01,1,100,SE,135,7,1,-101.8,7.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_008,DAY_01,1,100,SE,135,8,1,-90.1,4.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_009,DAY_01,1,100,SE,135,9,1,-98.5,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_010,DAY_01,1,100,SE,135,10,1,-93,6.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_011,DAY_01,1,100,SE,135,11,1,-86.7,4.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_012,DAY_01,1,100,SE,135,12,1,-98.2,5.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_013,DAY_01,1,100,SE,135,13,1,-96.4,6.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_014,DAY_01,1,100,SE,135,14,1,-93.7,6.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_015,DAY_01,1,100,SE,135,15,1,-100,5.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_016,DAY_01,1,100,SE,135,16,1,-92.7,7.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_017,DAY_01,1,100,SE,135,17,1,-83.9,7.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_018,DAY_01,1,100,SE,135,18,1,-100.2,7.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_019,DAY_01,1,100,SE,135,19,1,-92.5,6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_020,DAY_01,1,100,SE,135,20,1,-96.8,5.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_021,DAY_01,1,100,SE,135,21,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,91,0
LORA_100M_SE_022,DAY_01,1,100,SE,135,22,1,-95.1,4.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_023,DAY_01,1,100,SE,135,23,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,91,0
LORA_100M_SE_024,DAY_01,1,100,SE,135,24,1,-96.8,5.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_025,DAY_01,1,100,SE,135,25,1,-94.8,4.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_026,DAY_01,1,100,SE,135,26,1,-94,5.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_027,DAY_01,1,100,SE,135,27,1,-90.4,8.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_028,DAY_01,1,100,SE,135,28,1,-90.6,4.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_029,DAY_01,1,100,SE,135,29,1,-102.5,4.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_030,DAY_01,1,100,SE,135,30,1,-90.6,3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_031,DAY_01,1,100,SE,135,31,1,-98.4,7.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_032,DAY_01,1,100,SE,135,32,1,-92.5,6.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_033,DAY_01,1,100,SE,135,33,1,-103.1,4.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_034,DAY_01,1,100,SE,135,34,1,-93.2,4.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_035,DAY_01,1,100,SE,135,35,1,-95.3,5.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_036,DAY_01,1,100,SE,135,36,1,-99.6,7.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_037,DAY_01,1,100,SE,135,37,1,-101.7,3.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_038,DAY_01,1,100,SE,135,38,1,-91.9,6.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_039,DAY_01,1,100,SE,135,39,1,-96.1,5.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_040,DAY_01,1,100,SE,135,40,1,-95.2,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_041,DAY_01,1,100,SE,135,41,1,-86.6,4.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_042,DAY_01,1,100,SE,135,42,1,-96.3,5.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_043,DAY_01,1,100,SE,135,43,1,-96.5,4.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_044,DAY_01,1,100,SE,135,44,1,-97.5,6.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_045,DAY_01,1,100,SE,135,45,1,-92.3,4.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_046,DAY_01,1,100,SE,135,46,1,-93.9,2.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_047,DAY_01,1,100,SE,135,47,1,-90.9,2.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_048,DAY_01,1,100,SE,135,48,1,-90.6,7.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_049,DAY_01,1,100,SE,135,49,1,-98.7,5.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_050,DAY_01,1,100,SE,135,50,1,-94.5,7.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_051,DAY_01,1,100,SE,135,51,1,-87.7,6.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_052,DAY_01,1,100,SE,135,52,1,-85.7,7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_053,DAY_01,1,100,SE,135,53,1,-91.8,7.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_054,DAY_01,1,100,SE,135,54,1,-90.4,7.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_055,DAY_01,1,100,SE,135,55,1,-99,6.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_056,DAY_01,1,100,SE,135,56,1,-102.5,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_057,DAY_01,1,100,SE,135,57,1,-99.6,6.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_058,DAY_01,1,100,SE,135,58,1,-95.1,5.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_059,DAY_01,1,100,SE,135,59,1,-96.9,5.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_060,DAY_01,1,100,SE,135,60,1,-85.3,4.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_061,DAY_01,1,100,SE,135,61,1,-92.7,4.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_062,DAY_01,1,100,SE,135,62,1,-95.7,5.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_063,DAY_01,1,100,SE,135,63,1,-89.1,6.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_064,DAY_01,1,100,SE,135,64,1,-100.3,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_065,DAY_01,1,100,SE,135,65,1,-91.2,4.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_066,DAY_01,1,100,SE,135,66,1,-102.7,7.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_067,DAY_01,1,100,SE,135,67,1,-91,6.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_068,DAY_01,1,100,SE,135,68,1,-88.2,4.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_069,DAY_01,1,100,SE,135,69,1,-84,5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_070,DAY_01,1,100,SE,135,70,1,-89.4,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_071,DAY_01,1,100,SE,135,71,1,-91.3,6.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_072,DAY_01,1,100,SE,135,72,1,-95.9,6.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_073,DAY_01,1,100,SE,135,73,1,-94.2,6.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_074,DAY_01,1,100,SE,135,74,1,-97.7,3.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_075,DAY_01,1,100,SE,135,75,1,-88,5.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_076,DAY_01,1,100,SE,135,76,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,91,0
LORA_100M_SE_077,DAY_01,1,100,SE,135,77,1,-97.9,4.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_078,DAY_01,1,100,SE,135,78,1,-92.6,6.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_079,DAY_01,1,100,SE,135,79,1,-93.6,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_080,DAY_01,1,100,SE,135,80,1,-88.9,5.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_081,DAY_01,1,100,SE,135,81,1,-97.7,6.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_082,DAY_01,1,100,SE,135,82,1,-93.6,7.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_083,DAY_01,1,100,SE,135,83,1,-89.3,7.6,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_084,DAY_01,1,100,SE,135,84,1,-90.3,7.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_085,DAY_01,1,100,SE,135,85,1,-87.3,4.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_086,DAY_01,1,100,SE,135,86,1,-90.9,7.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_087,DAY_01,1,100,SE,135,87,1,-97.4,6.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_088,DAY_01,1,100,SE,135,88,1,-97,6.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_089,DAY_01,1,100,SE,135,89,1,-90.7,6.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_090,DAY_01,1,100,SE,135,90,1,-92.5,6.2,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_091,DAY_01,1,100,SE,135,91,1,-90.6,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_092,DAY_01,1,100,SE,135,92,1,-98.4,3.9,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_093,DAY_01,1,100,SE,135,93,1,-95.9,5.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_094,DAY_01,1,100,SE,135,94,1,-98.7,4.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_095,DAY_01,1,100,SE,135,95,1,-97.1,3.7,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_096,DAY_01,1,100,SE,135,96,1,-94.5,7.1,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_097,DAY_01,1,100,SE,135,97,1,-91.4,5.3,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_098,DAY_01,1,100,SE,135,98,1,-98.4,4.8,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_099,DAY_01,1,100,SE,135,99,1,-95.2,4.4,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_SE_100,DAY_01,1,100,SE,135,100,1,-95.2,6.5,single_wall_or_barn_obstruction,GW_01,TX_100M_SE,,1
LORA_100M_S_001,DAY_01,1,100,S,180,1,1,-92.4,6.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_002,DAY_01,1,100,S,180,2,1,-87.3,7.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_003,DAY_01,1,100,S,180,3,1,-94,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_004,DAY_01,1,100,S,180,4,1,-96.2,5.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_005,DAY_01,1,100,S,180,5,1,-96.4,5.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_006,DAY_01,1,100,S,180,6,1,-93.5,4.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_007,DAY_01,1,100,S,180,7,1,-93.8,7.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_008,DAY_01,1,100,S,180,8,1,-102.5,7.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_009,DAY_01,1,100,S,180,9,1,-100,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_010,DAY_01,1,100,S,180,10,1,-86.9,6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_011,DAY_01,1,100,S,180,11,1,-93.9,6.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_012,DAY_01,1,100,S,180,12,1,-88.8,6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_013,DAY_01,1,100,S,180,13,1,-94.7,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_014,DAY_01,1,100,S,180,14,1,-90.4,7.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_015,DAY_01,1,100,S,180,15,1,-98.3,6.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_016,DAY_01,1,100,S,180,16,1,-92.1,7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_017,DAY_01,1,100,S,180,17,1,-93.7,9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_018,DAY_01,1,100,S,180,18,1,-91.6,5.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_019,DAY_01,1,100,S,180,19,1,-92.9,5.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_020,DAY_01,1,100,S,180,20,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_S,91,0
LORA_100M_S_021,DAY_01,1,100,S,180,21,1,-91.4,6.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_022,DAY_01,1,100,S,180,22,1,-95.2,6.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_023,DAY_01,1,100,S,180,23,1,-89.6,4.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_024,DAY_01,1,100,S,180,24,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_S,91,0
LORA_100M_S_025,DAY_01,1,100,S,180,25,1,-93.1,6.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_026,DAY_01,1,100,S,180,26,1,-90,7.4,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_027,DAY_01,1,100,S,180,27,1,-95.6,9.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_028,DAY_01,1,100,S,180,28,1,-82.4,7.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_029,DAY_01,1,100,S,180,29,1,-89.9,6.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_030,DAY_01,1,100,S,180,30,1,-98.2,6.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_031,DAY_01,1,100,S,180,31,1,-86.2,6.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_032,DAY_01,1,100,S,180,32,1,-102.1,7.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_033,DAY_01,1,100,S,180,33,1,-91.5,4.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_034,DAY_01,1,100,S,180,34,1,-94.3,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_035,DAY_01,1,100,S,180,35,1,-85.8,7.3,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_036,DAY_01,1,100,S,180,36,1,-94.9,6.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_037,DAY_01,1,100,S,180,37,1,-100.5,5.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_038,DAY_01,1,100,S,180,38,1,-97.2,4.4,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_039,DAY_01,1,100,S,180,39,1,-95.1,6.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_040,DAY_01,1,100,S,180,40,1,-84.4,6.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_041,DAY_01,1,100,S,180,41,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_S,91,0
LORA_100M_S_042,DAY_01,1,100,S,180,42,1,-88.2,6.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_043,DAY_01,1,100,S,180,43,1,-89.1,6.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_044,DAY_01,1,100,S,180,44,1,-84.3,5.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_045,DAY_01,1,100,S,180,45,1,-88.9,7.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_046,DAY_01,1,100,S,180,46,1,-101.8,5.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_047,DAY_01,1,100,S,180,47,1,-93.4,3,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_048,DAY_01,1,100,S,180,48,1,-85.6,7.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_049,DAY_01,1,100,S,180,49,1,-85.5,4.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_050,DAY_01,1,100,S,180,50,1,-87.6,5.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_051,DAY_01,1,100,S,180,51,1,-90.8,6.3,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_052,DAY_01,1,100,S,180,52,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_S,91,0
LORA_100M_S_053,DAY_01,1,100,S,180,53,1,-93.2,5.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_054,DAY_01,1,100,S,180,54,1,-91.8,7.3,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_055,DAY_01,1,100,S,180,55,1,-88.4,8.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_056,DAY_01,1,100,S,180,56,1,-83.6,8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_057,DAY_01,1,100,S,180,57,1,-93.4,6.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_058,DAY_01,1,100,S,180,58,1,-95.6,5.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_059,DAY_01,1,100,S,180,59,1,-92.8,4.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_060,DAY_01,1,100,S,180,60,1,-95.1,5.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_061,DAY_01,1,100,S,180,61,1,-85.8,6.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_062,DAY_01,1,100,S,180,62,1,-91.8,6.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_063,DAY_01,1,100,S,180,63,1,-86.6,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_064,DAY_01,1,100,S,180,64,1,-94.6,7.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_065,DAY_01,1,100,S,180,65,1,-86.4,3.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_066,DAY_01,1,100,S,180,66,1,-86.5,5.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_067,DAY_01,1,100,S,180,67,1,-87.5,5.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_068,DAY_01,1,100,S,180,68,1,-93.8,7.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_069,DAY_01,1,100,S,180,69,1,-93.9,5.3,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_070,DAY_01,1,100,S,180,70,1,-91.9,4.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_071,DAY_01,1,100,S,180,71,1,-92.1,7.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_072,DAY_01,1,100,S,180,72,1,-84.4,6.3,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_073,DAY_01,1,100,S,180,73,1,-93.1,5.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_074,DAY_01,1,100,S,180,74,1,-85.6,5.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_075,DAY_01,1,100,S,180,75,1,-99.9,6.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_076,DAY_01,1,100,S,180,76,1,-89.8,5.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_077,DAY_01,1,100,S,180,77,1,-99.7,4.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_078,DAY_01,1,100,S,180,78,1,-86.3,4.2,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_079,DAY_01,1,100,S,180,79,1,-90.1,7.5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_080,DAY_01,1,100,S,180,80,1,-86.1,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_081,DAY_01,1,100,S,180,81,1,-102,6.4,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_082,DAY_01,1,100,S,180,82,1,-91.9,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_083,DAY_01,1,100,S,180,83,1,-104.5,5.1,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_084,DAY_01,1,100,S,180,84,1,-87.1,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_085,DAY_01,1,100,S,180,85,1,-94.8,7.4,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_086,DAY_01,1,100,S,180,86,1,-93.9,6.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_087,DAY_01,1,100,S,180,87,0,,,single_wall_or_barn_obstruction,GW_01,TX_100M_S,91,0
LORA_100M_S_088,DAY_01,1,100,S,180,88,1,-95.2,6.9,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_089,DAY_01,1,100,S,180,89,1,-99,5.7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_090,DAY_01,1,100,S,180,90,1,-84.9,5.8,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_091,DAY_01,1,100,S,180,91,1,-97.1,6.4,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_092,DAY_01,1,100,S,180,92,1,-82.9,5,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_093,DAY_01,1,100,S,180,93,1,-84.8,7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_094,DAY_01,1,100,S,180,94,1,-99.1,4.6,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_095,DAY_01,1,100,S,180,95,1,-94.2,7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
LORA_100M_S_096,DAY_01,1,100,S,180,96,1,-102.5,7,single_wall_or_barn_obstruction,GW_01,TX_100M_S,,1
